# Time (s),Angle of attack (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reference length (cm),Reference area (cm²)
0.08,27.052,2984.53,798.31,0.301,0.003,NaN,47.175,214.247,0.611,0.474,0.017,0.12,0.719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.234,0.001,340.388,0.015,6.4,32.17
0.091,24.009,2983.222,797.002,0.301,0.003,NaN,47.161,202.307,0.599,0.462,0.017,0.12,0.741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.228,0.001,340.388,0.017,6.4,32.17
0.101,21.779,2982.008,795.788,0.301,0.003,NaN,47.149,208.8,0.59,0.453,0.017,0.12,0.749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.221,0.001,340.388,0.018,6.4,32.17
0.111,19.768,2980.794,794.573,0.301,0.003,NaN,47.136,215.294,0.581,0.444,0.017,0.12,0.749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.214,0.001,340.388,0.02,6.4,32.17
0.121,18.018,2979.58,793.359,0.3,0.003,NaN,47.123,221.787,0.573,0.436,0.017,0.12,0.744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.206,0.001,340.387,0.022,6.4,32.17
0.131,16.488,2978.366,792.145,0.3,0.003,NaN,47.111,228.281,0.566,0.428,0.017,0.12,0.735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.198,0.001,340.387,0.023,6.4,32.17
0.14,15.27,2977.273,791.053,0.3,0.003,NaN,47.099,234.125,0.559,0.422,0.017,0.12,0.722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.189,0.001,340.387,0.025,6.4,32.17
0.15,14.078,2975.939,789.718,0.3,0.003,NaN,47.085,235.963,0.553,0.415,0.017,0.12,0.705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.179,0.001,340.387,0.027,6.4,32.17
0.16,13.1,2974.604,788.384,0.3,0.003,NaN,47.071,237.801,0.546,0.409,0.017,0.12,0.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.169,0.001,340.386,0.029,6.4,32.17
0.17,12.24,2973.27,787.049,0.3,0.003,NaN,47.057,239.64,0.541,0.404,0.017,0.12,0.672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.157,0.001,340.386,0.031,6.4,32.17
0.18,11.503,2971.98,785.759,0.3,0.003,NaN,47.044,241.417,0.536,0.398,0.017,0.12,0.657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.145,0.001,340.385,0.033,6.4,32.17
0.189,10.882,2970.77,784.549,0.299,0.003,59.062,47.031,243.084,0.532,0.395,0.017,0.12,0.644,3.377,6.347,-2.136e-4,0,0.875,0.875,0,0,1013.133,0.001,340.385,0.035,6.4,32.17
0.195,10.496,2969.973,783.752,0.299,0.003,59.154,47.023,244.182,0.532,0.395,0.017,0.12,0.639,3.234,6.13,1.768e-4,0,0.875,0.875,0,1.038e-5,1013.124,0.001,340.385,0.036,6.4,32.17
0.202,10.047,2969,782.78,0.299,0.003,59.263,47.013,245.522,0.532,0.395,0.017,0.12,0.633,3.07,5.876,4.875e-4,0,0.875,0.875,0,4.92e-5,1013.114,0.001,340.384,0.038,6.4,32.17
0.207,9.733,2968.335,782.115,0.299,0.003,59.341,47.006,244.661,0.532,0.395,0.017,0.12,0.629,2.957,5.699,2.892e-4,0,0.836,0.875,0.039,9.198e-5,1013.106,0.001,340.384,0.039,6.4,32.17
0.212,9.439,2967.678,781.457,0.299,0.003,59.415,46.999,243.81,0.532,0.395,0.017,0.12,0.625,2.852,5.532,4.795e-4,0,0.826,0.875,0.049,1.457e-4,1013.098,0.001,340.384,0.04,6.4,32.17
0.217,9.172,2967.047,780.827,0.299,0.003,59.482,46.992,242.994,0.532,0.395,0.017,0.12,0.621,2.757,5.38,-3.362e-4,0,0.816,0.875,0.059,2.07e-4,1013.09,0.001,340.384,0.041,6.4,32.17
0.222,8.927,2966.441,780.22,0.299,0.003,59.545,46.986,242.208,0.532,0.395,0.017,0.12,0.618,2.671,5.242,2.031e-4,0,0.807,0.875,0.068,2.745e-4,1013.083,0.001,340.383,0.042,6.4,32.17
0.226,8.701,2965.855,779.634,0.299,0.003,59.604,46.98,241.45,0.532,0.395,0.017,0.12,0.615,2.592,5.113,2.933e-4,0,0.798,0.875,0.077,3.471e-4,1013.075,0.001,340.383,0.043,6.4,32.17
0.231,8.492,2965.289,779.068,0.299,0.003,59.659,46.974,240.716,0.532,0.395,0.017,0.12,0.612,2.52,4.994,-3.125e-4,0,0.789,0.875,0.086,4.237e-4,1013.068,0.001,340.383,0.044,6.4,32.17
0.235,8.297,2964.739,778.519,0.299,0.003,59.711,46.968,240.005,0.532,0.395,0.017,0.12,0.609,2.452,4.883,-7.391e-5,0,0.781,0.875,0.094,5.038e-4,1013.06,0.001,340.383,0.045,6.4,32.17
0.239,8.114,2964.206,777.985,0.299,0.003,59.76,46.962,239.314,0.532,0.395,0.017,0.12,0.607,2.39,4.779,1.868e-4,0,0.773,0.875,0.102,5.866e-4,1013.053,0.001,340.382,0.045,6.4,32.17
0.243,7.943,2963.687,777.466,0.299,0.003,59.806,46.957,238.642,0.532,0.395,0.017,0.12,0.604,2.332,4.681,1.188e-4,0,0.765,0.875,0.11,6.719e-4,1013.046,0.001,340.382,0.046,6.4,32.17
0.247,7.782,2963.181,776.96,0.299,0.003,59.85,46.951,237.987,0.532,0.395,0.017,0.12,0.602,2.277,4.589,2.733e-4,0,0.757,0.875,0.118,7.592e-4,1013.039,0.001,340.382,0.047,6.4,32.17
0.251,7.632,2962.687,776.467,0.299,0.003,59.891,46.946,237.348,0.532,0.395,0.017,0.12,0.6,2.227,4.503,-4.793e-6,0,0.75,0.875,0.125,8.482e-4,1013.032,0.001,340.382,0.048,6.4,32.17
0.254,7.5,2962.205,775.984,0.299,0.003,59.927,46.941,236.723,0.532,0.395,0.017,0.12,0.598,2.183,4.428,-1.126e-4,0,0.743,0.875,0.132,9.387e-4,1013.024,0.001,340.381,0.049,6.4,32.17
0.258,7.374,2961.733,775.512,0.299,0.003,59.962,46.936,236.112,0.532,0.395,0.017,0.12,0.596,2.141,4.356,2.126e-4,0,0.736,0.875,0.139,0.001,1013.017,0.001,340.381,0.049,6.4,32.17
0.262,7.254,2961.27,775.05,0.299,0.003,59.996,46.931,235.513,0.532,0.395,0.017,0.12,0.595,2.101,4.287,-1.551e-4,0,0.729,0.875,0.146,0.001,1013.01,0.001,340.381,0.05,6.4,32.17
0.265,7.14,2960.817,774.596,0.298,0.003,60.028,46.927,234.926,0.532,0.395,0.017,0.12,0.593,2.063,4.222,-3.651e-4,0,0.722,0.875,0.153,0.001,1013.003,0.001,340.381,0.051,6.4,32.17
0.269,7.03,2960.372,774.152,0.298,0.003,60.059,46.922,234.35,0.532,0.395,0.017,0.12,0.592,2.027,4.159,3.015e-4,0,0.716,0.875,0.159,0.001,1012.997,0.001,340.38,0.051,6.4,32.17
0.272,6.925,2959.935,773.715,0.298,0.003,60.089,46.917,233.784,0.532,0.395,0.017,0.12,0.59,1.992,4.099,2.133e-4,0,0.709,0.875,0.166,0.001,1012.99,0.001,340.38,0.052,6.4,32.17
0.275,6.825,2959.506,773.285,0.298,0.003,60.117,46.913,233.228,0.532,0.395,0.017,0.12,0.589,1.96,4.042,-3.262e-4,0,0.703,0.875,0.172,0.002,1012.983,0.001,340.38,0.053,6.4,32.17
0.278,6.728,2959.083,772.863,0.298,0.003,60.145,46.908,232.682,0.532,0.395,0.017,0.12,0.588,1.928,3.986,-4.271e-4,0,0.697,0.875,0.178,0.002,1012.976,0.001,340.38,0.053,6.4,32.17
0.282,6.634,2958.668,772.447,0.298,0.003,60.172,46.904,232.143,0.533,0.395,0.017,0.12,0.587,1.898,3.933,-4.822e-4,0,0.69,0.875,0.185,0.002,1012.969,0.001,340.379,0.054,6.4,32.17
0.285,6.544,2958.258,772.038,0.298,0.003,60.198,46.899,231.613,0.533,0.395,0.017,0.12,0.585,1.869,3.881,-1.923e-4,0,0.684,0.875,0.191,0.002,1012.962,0.001,340.379,0.055,6.4,32.17
0.288,6.458,2957.855,771.634,0.298,0.003,60.223,46.895,231.09,0.533,0.395,0.017,0.12,0.584,1.84,3.831,-1.358e-4,0,0.679,0.875,0.196,0.002,1012.956,0.001,340.379,0.055,6.4,32.17
0.291,6.374,2957.457,771.236,0.298,0.003,60.248,46.891,230.575,0.533,0.395,0.017,0.12,0.583,1.813,3.782,-1.828e-5,0,0.673,0.875,0.202,0.002,1012.949,0.001,340.379,0.056,6.4,32.17
0.294,6.292,2957.064,770.843,0.298,0.003,60.272,46.887,230.066,0.533,0.395,0.017,0.12,0.582,1.787,3.736,-4.892e-4,0,0.667,0.875,0.208,0.002,1012.942,0.001,340.379,0.057,6.4,32.17
0.297,6.213,2956.676,770.455,0.298,0.003,60.295,46.883,229.564,0.533,0.395,0.018,0.12,0.581,1.762,3.691,-1.626e-4,0,0.661,0.875,0.214,0.002,1012.935,0.001,340.378,0.057,6.4,32.17
0.3,6.137,2956.293,770.073,0.298,0.003,60.317,46.879,229.069,0.533,0.395,0.018,0.12,0.58,1.738,3.646,-2.281e-4,0,0.656,0.875,0.219,0.002,1012.929,0.001,340.378,0.058,6.4,32.17
0.303,6.076,2955.915,769.694,0.298,0.003,60.335,46.875,228.579,0.533,0.395,0.018,0.12,0.579,1.718,3.612,2.11e-4,0,0.651,0.875,0.225,0.002,1012.922,0.001,340.378,0.058,6.4,32.17
0.306,6.017,2955.541,769.32,0.298,0.003,60.353,46.871,228.094,0.533,0.395,0.018,0.12,0.579,1.7,3.577,1.849e-4,0,0.645,0.875,0.23,0.003,1012.915,0.001,340.378,0.059,6.4,32.17
0.309,5.96,2955.171,768.95,0.298,0.003,60.37,46.867,227.615,0.533,0.395,0.018,0.12,0.578,1.681,3.545,-3.449e-4,0,0.64,0.875,0.235,0.003,1012.908,0.001,340.377,0.059,6.4,32.17
0.311,5.904,2954.805,768.584,0.298,0.003,60.387,46.863,227.142,0.533,0.395,0.018,0.12,0.577,1.664,3.513,-3.266e-4,0,0.635,0.875,0.24,0.003,1012.902,0.001,340.377,0.06,6.4,32.17
0.314,5.849,2954.443,768.222,0.298,0.003,60.403,46.859,226.673,0.533,0.395,0.018,0.12,0.577,1.646,3.482,-2.319e-4,0,0.629,0.875,0.246,0.003,1012.895,0.001,340.377,0.06,6.4,32.17
0.317,5.796,2954.084,767.864,0.298,0.003,60.419,46.855,226.209,0.533,0.395,0.018,0.12,0.576,1.63,3.451,-3.318e-4,0,0.624,0.875,0.251,0.003,1012.888,0.001,340.377,0.061,6.4,32.17
0.32,5.744,2953.729,767.509,0.298,0.003,60.435,46.851,225.749,0.533,0.395,0.018,0.12,0.575,1.613,3.421,-2.691e-4,0,0.619,0.875,0.256,0.003,1012.882,0.001,340.377,0.062,6.4,32.17
0.322,5.693,2953.378,767.157,0.298,0.003,60.45,46.848,225.293,0.533,0.395,0.018,0.121,0.575,1.597,3.391,-3.155e-4,0,0.614,0.875,0.261,0.003,1012.875,0.001,340.376,0.062,6.4,32.17
0.325,5.643,2953.029,766.808,0.298,0.003,60.465,46.844,224.842,0.533,0.395,0.018,0.121,0.574,1.582,3.363,-4.498e-4,0,0.61,0.875,0.266,0.003,1012.868,0.001,340.376,0.063,6.4,32.17
0.328,5.594,2952.684,766.463,0.298,0.003,60.48,46.84,224.395,0.533,0.395,0.018,0.121,0.573,1.566,3.335,-1.434e-4,0,0.605,0.875,0.27,0.003,1012.862,0.001,340.376,0.063,6.4,32.17
0.33,5.546,2952.341,766.12,0.298,0.003,60.495,46.837,223.951,0.533,0.395,0.018,0.121,0.573,1.551,3.307,-4.907e-4,0,0.6,0.875,0.275,0.003,1012.855,0.001,340.376,0.064,6.4,32.17
0.333,5.499,2952.001,765.781,0.298,0.003,60.509,46.833,223.511,0.533,0.395,0.018,0.121,0.572,1.537,3.28,-7.047e-5,0,0.595,0.875,0.28,0.004,1012.849,0.001,340.375,0.064,6.4,32.17
0.336,5.452,2951.664,765.443,0.298,0.003,60.524,46.83,223.075,0.533,0.395,0.018,0.121,0.572,1.522,3.253,3.254e-4,0,0.59,0.875,0.285,0.004,1012.842,0.001,340.375,0.065,6.4,32.17
0.338,5.407,2951.329,765.109,0.297,0.003,60.537,46.826,222.641,0.533,0.395,0.018,0.121,0.571,1.508,3.227,2.076e-4,0,0.586,0.875,0.289,0.004,1012.835,0.001,340.375,0.065,6.4,32.17
0.341,5.362,2950.997,764.777,0.297,0.003,60.551,46.822,222.211,0.533,0.395,0.018,0.121,0.571,1.494,3.202,-4.852e-4,0,0.581,0.875,0.294,0.004,1012.829,0.001,340.375,0.066,6.4,32.17
0.343,5.318,2950.668,764.447,0.297,0.003,60.565,46.819,221.785,0.533,0.395,0.018,0.121,0.57,1.481,3.176,-3.98e-5,0,0.577,0.875,0.299,0.004,1012.822,0.001,340.375,0.066,6.4,32.17
0.346,5.275,2950.34,764.12,0.297,0.003,60.578,46.815,221.361,0.533,0.395,0.018,0.121,0.57,1.467,3.151,4.641e-4,0,0.572,0.875,0.303,0.004,1012.815,0.001,340.374,0.067,6.4,32.17
0.349,5.221,2949.929,763.708,0.297,0.003,60.595,46.811,220.828,0.533,0.395,0.018,0.121,0.569,1.451,3.12,-2.157e-4,0,0.567,0.875,0.309,0.004,1012.807,0.001,340.374,0.067,6.4,32.17
0.352,5.169,2949.635,763.414,0.297,0.003,60.611,46.808,220.562,0.533,0.395,0.018,0.121,0.568,1.435,3.09,-2.909e-4,0,0.562,0.875,0.313,0.004,1012.8,0.001,340.374,0.068,6.4,32.17
0.354,5.111,2949.34,763.12,0.297,0.003,60.629,46.805,220.296,0.533,0.395,0.018,0.121,0.568,1.417,3.056,4.245e-4,0,0.558,0.875,0.317,0.004,1012.793,0.001,340.374,0.068,6.4,32.17
0.357,5.053,2949.046,762.826,0.297,0.003,60.647,46.802,220.03,0.533,0.395,0.018,0.121,0.567,1.399,3.023,-7.93e-5,0,0.553,0.875,0.322,0.005,1012.787,0.001,340.373,0.069,6.4,32.17
0.359,4.997,2948.752,762.531,0.297,0.003,60.665,46.799,219.764,0.533,0.395,0.018,0.121,0.566,1.382,2.989,-4.505e-4,0,0.549,0.875,0.326,0.005,1012.78,0.001,340.373,0.069,6.4,32.17
0.362,4.94,2948.458,762.237,0.297,0.003,60.682,46.795,219.497,0.533,0.395,0.018,0.121,0.566,1.365,2.956,9.729e-5,0,0.545,0.875,0.331,0.005,1012.773,0.001,340.373,0.07,6.4,32.17
0.364,4.884,2948.163,761.943,0.297,0.003,60.7,46.792,219.231,0.533,0.395,0.018,0.121,0.565,1.348,2.923,-1.412e-5,0,0.54,0.875,0.335,0.005,1012.766,0.001,340.373,0.07,6.4,32.17
0.367,4.829,2947.869,761.648,0.297,0.003,60.717,46.789,218.965,0.533,0.395,0.018,0.121,0.565,1.331,2.891,4.649e-4,0,0.536,0.875,0.339,0.005,1012.759,0.001,340.372,0.07,6.4,32.17
0.369,4.774,2947.575,761.354,0.297,0.003,60.735,46.786,218.699,0.533,0.395,0.018,0.121,0.564,1.314,2.859,-9.076e-5,0,0.532,0.875,0.344,0.005,1012.752,0.001,340.372,0.071,6.4,32.17
0.372,4.719,2947.28,761.06,0.297,0.003,60.752,46.783,218.433,0.533,0.395,0.018,0.121,0.563,1.298,2.827,-4.159e-4,0,0.528,0.875,0.348,0.005,1012.745,0.001,340.372,0.071,6.4,32.17
0.374,4.665,2946.986,760.766,0.297,0.003,60.769,46.78,218.167,0.533,0.395,0.018,0.121,0.563,1.281,2.796,4.918e-4,0,0.523,0.875,0.352,0.005,1012.738,0.001,340.372,0.072,6.4,32.17
0.377,4.611,2946.692,760.471,0.297,0.003,60.786,46.777,217.901,0.533,0.395,0.018,0.121,0.562,1.265,2.763,1.633e-4,0,0.519,0.875,0.356,0.005,1012.731,0.001,340.371,0.072,6.4,32.17
0.379,4.558,2946.398,760.177,0.297,0.003,60.803,46.773,217.635,0.533,0.395,0.018,0.121,0.562,1.249,2.732,-4.928e-4,0,0.515,0.875,0.361,0.006,1012.723,0.001,340.371,0.073,6.4,32.17
0.382,4.505,2946.103,759.883,0.297,0.003,60.82,46.77,217.369,0.533,0.395,0.018,0.121,0.561,1.233,2.701,8.044e-5,0,0.511,0.875,0.365,0.006,1012.716,0.001,340.371,0.073,6.4,32.17
0.384,4.453,2945.809,759.588,0.297,0.003,60.837,46.767,217.103,0.533,0.395,0.018,0.121,0.561,1.217,2.67,3.929e-4,0,0.506,0.875,0.369,0.006,1012.709,0.001,340.371,0.074,6.4,32.17
0.387,4.401,2945.515,759.294,0.297,0.003,60.854,46.764,216.836,0.533,0.395,0.018,0.121,0.56,1.202,2.64,1.104e-4,0,0.502,0.875,0.373,0.006,1012.701,0.001,340.37,0.074,6.4,32.17
0.389,4.349,2945.22,759,0.297,0.003,60.871,46.761,216.57,0.533,0.395,0.018,0.121,0.559,1.186,2.61,2.685e-4,0,0.498,0.875,0.377,0.006,1012.694,0.001,340.37,0.075,6.4,32.17
0.392,4.297,2944.926,758.706,0.297,0.003,60.887,46.758,216.304,0.533,0.395,0.018,0.121,0.559,1.171,2.579,-1.398e-4,0,0.494,0.875,0.381,0.006,1012.687,0.001,340.37,0.075,6.4,32.17
0.394,4.246,2944.632,758.411,0.297,0.003,60.904,46.755,216.038,0.533,0.395,0.018,0.121,0.558,1.156,2.549,4.121e-4,0,0.49,0.875,0.385,0.006,1012.679,0.001,340.37,0.076,6.4,32.17
0.397,4.195,2944.338,758.117,0.297,0.003,60.92,46.751,215.772,0.533,0.395,0.018,0.121,0.558,1.141,2.519,4.107e-4,0,0.486,0.875,0.389,0.006,1012.672,0.001,340.369,0.076,6.4,32.17
0.399,4.145,2944.043,757.823,0.297,0.003,60.937,46.748,215.506,0.534,0.395,0.018,0.121,0.557,1.126,2.49,-3.067e-4,0,0.482,0.875,0.394,0.006,1012.664,0.001,340.369,0.077,6.4,32.17
0.402,4.095,2943.749,757.528,0.297,0.003,60.953,46.745,215.24,0.534,0.395,0.018,0.121,0.557,1.111,2.46,1.662e-4,0,0.478,0.875,0.398,0.006,1012.656,0.001,340.369,0.077,6.4,32.17
0.404,4.045,2943.455,757.234,0.297,0.003,60.969,46.742,214.974,0.534,0.395,0.018,0.121,0.556,1.096,2.431,4.633e-4,0,0.474,0.875,0.402,0.007,1012.649,0.001,340.369,0.077,6.4,32.17
0.407,3.996,2943.16,756.94,0.297,0.003,60.986,46.739,214.708,0.534,0.395,0.018,0.121,0.556,1.082,2.401,4.097e-4,0,0.47,0.875,0.406,0.007,1012.641,0.001,340.368,0.078,6.4,32.17
0.409,3.947,2942.866,756.646,0.297,0.003,61.002,46.736,214.441,0.534,0.395,0.018,0.121,0.555,1.067,2.372,4.015e-4,0,0.466,0.875,0.41,0.007,1012.633,0.001,340.368,0.078,6.4,32.17
0.412,3.898,2942.572,756.351,0.297,0.003,61.018,46.733,214.175,0.534,0.395,0.018,0.121,0.555,1.053,2.344,6.676e-5,0,0.462,0.875,0.413,0.007,1012.625,0.001,340.368,0.079,6.4,32.17
0.414,3.85,2942.278,756.057,0.297,0.003,61.034,46.729,213.909,0.534,0.395,0.018,0.121,0.555,1.039,2.315,-1.797e-4,0,0.458,0.875,0.417,0.007,1012.617,0.001,340.368,0.079,6.4,32.17
0.417,3.801,2941.983,755.763,0.297,0.003,61.05,46.726,213.643,0.534,0.395,0.018,0.121,0.554,1.025,2.287,1.753e-4,0,0.454,0.875,0.421,0.007,1012.61,0.001,340.367,0.08,6.4,32.17
0.419,3.754,2941.689,755.468,0.296,0.003,61.066,46.723,213.377,0.534,0.395,0.018,0.121,0.554,1.011,2.259,-7.426e-5,0,0.45,0.875,0.425,0.007,1012.602,0.001,340.367,0.08,6.4,32.17
0.422,3.706,2941.395,755.174,0.296,0.003,61.082,46.72,213.111,0.534,0.395,0.018,0.121,0.553,0.997,2.23,-4.375e-4,0,0.446,0.875,0.429,0.007,1012.594,0.001,340.367,0.081,6.4,32.17
0.424,3.658,2941.1,754.88,0.296,0.003,61.098,46.717,212.845,0.534,0.395,0.018,0.121,0.553,0.983,2.202,-4.64e-4,0,0.443,0.876,0.433,0.007,1012.586,0.001,340.367,0.081,6.4,32.17
0.427,3.611,2940.806,754.586,0.296,0.003,61.114,46.714,212.579,0.534,0.395,0.018,0.121,0.552,0.97,2.174,2.295e-4,0,0.439,0.876,0.437,0.007,1012.577,0.001,340.366,0.082,6.4,32.17
0.429,3.564,2940.512,754.291,0.296,0.003,61.129,46.711,212.313,0.534,0.395,0.018,0.121,0.552,0.956,2.146,-2.438e-4,0,0.435,0.876,0.44,0.007,1012.569,0.001,340.366,0.082,6.4,32.17
0.432,3.518,2940.218,753.997,0.296,0.003,61.145,46.707,212.046,0.534,0.395,0.018,0.121,0.552,0.943,2.119,-5.774e-5,0,0.431,0.876,0.444,0.008,1012.561,0.001,340.366,0.082,6.4,32.17
0.434,3.471,2939.923,753.703,0.296,0.003,61.161,46.704,211.78,0.534,0.395,0.018,0.121,0.551,0.929,2.092,1.11e-4,0,0.428,0.876,0.448,0.008,1012.553,0.001,340.365,0.083,6.4,32.17
0.437,3.425,2939.629,753.408,0.296,0.003,61.177,46.701,211.514,0.534,0.395,0.018,0.121,0.551,0.916,2.064,-4.701e-4,0,0.424,0.876,0.452,0.008,1012.545,0.001,340.365,0.083,6.4,32.17
0.439,3.379,2939.335,753.114,0.296,0.003,61.192,46.698,211.248,0.534,0.395,0.018,0.121,0.55,0.903,2.037,-3.661e-4,0,0.42,0.876,0.455,0.008,1012.536,0.001,340.365,0.084,6.4,32.17
0.442,3.333,2939.04,752.82,0.296,0.003,61.208,46.695,210.982,0.534,0.395,0.018,0.121,0.55,0.89,2.01,3.899e-4,0,0.417,0.876,0.459,0.008,1012.528,0.001,340.365,0.084,6.4,32.17
0.444,3.288,2938.746,752.526,0.296,0.003,61.223,46.692,210.716,0.534,0.395,0.018,0.121,0.55,0.877,1.982,4.131e-4,0,0.413,0.876,0.463,0.008,1012.519,0.001,340.364,0.085,6.4,32.17
0.447,3.242,2938.452,752.231,0.296,0.003,61.239,46.688,210.45,0.534,0.395,0.018,0.121,0.549,0.864,1.956,-2.993e-4,0,0.409,0.876,0.466,0.008,1012.511,0.001,340.364,0.085,6.4,32.17
0.449,3.197,2938.158,751.937,0.296,0.003,61.254,46.685,210.184,0.534,0.395,0.018,0.121,0.549,0.851,1.929,9.524e-5,0,0.406,0.876,0.47,0.008,1012.503,0.001,340.364,0.086,6.4,32.17
0.452,3.16,2937.863,751.643,0.296,0.003,61.267,46.682,209.918,0.534,0.395,0.018,0.121,0.549,0.84,1.907,-1.593e-4,0,0.402,0.876,0.474,0.008,1012.494,0.001,340.364,0.086,6.4,32.17
0.454,3.127,2937.569,751.348,0.296,0.003,61.279,46.679,209.652,0.534,0.395,0.018,0.121,0.548,0.831,1.887,-1.545e-4,0,0.399,0.876,0.477,0.008,1012.485,0.001,340.363,0.087,6.4,32.17
0.457,3.094,2937.275,751.054,0.296,0.003,61.29,46.676,209.385,0.534,0.395,0.019,0.121,0.548,0.821,1.867,-4.852e-4,0,0.395,0.876,0.481,0.008,1012.477,0.001,340.363,0.087,6.4,32.17
0.459,3.062,2936.98,750.76,0.296,0.003,61.301,46.673,209.119,0.534,0.395,0.019,0.121,0.548,0.812,1.848,2.653e-4,0,0.392,0.876,0.484,0.008,1012.468,0.001,340.363,0.087,6.4,32.17
0.462,3.029,2936.686,750.466,0.296,0.003,61.313,46.67,208.853,0.534,0.395,0.019,0.121,0.548,0.803,1.829,8.764e-5,0,0.388,0.876,0.488,0.008,1012.459,0.001,340.362,0.088,6.4,32.17
0.464,2.997,2936.392,750.171,0.296,0.003,61.324,46.666,208.587,0.534,0.395,0.019,0.121,0.547,0.794,1.81,-2.336e-4,0,0.385,0.876,0.491,0.008,1012.451,0.001,340.362,0.088,6.4,32.17
0.467,2.964,2936.098,749.877,0.296,0.003,61.336,46.663,208.321,0.534,0.395,0.019,0.121,0.547,0.785,1.791,-3.756e-4,0,0.381,0.876,0.494,0.008,1012.442,0.001,340.362,0.089,6.4,32.17
0.469,2.932,2935.803,749.583,0.296,0.003,61.347,46.66,208.055,0.534,0.395,0.019,0.121,0.547,0.776,1.771,-9.76e-5,0,0.378,0.876,0.498,0.008,1012.433,0.001,340.361,0.089,6.4,32.17
